AuthorID,Average_Sentiment_Score
9.47e+16,0.2956906197444631
1.1e+17,0.07365073115860508
1.11e+17,0.22468671875
1.14e+17,0.23385970830067118
1.19e+17,0.18583750000000002
1.29e+17,0.5106
1.41e+17,0.0973180613108779
1.43e+17,-0.009094186046511627
1.5e+17,0.20393793078793077
1.53e+17,0.2662762128369328
1.57e+17,0.07365073115860508
1.6e+17,0.45869
1.64e+17,0.1426550724637681
1.68e+17,0.19736304347826086
1.7e+17,0.4563357142857143
1.85e+17,0.21660987944988133
1.87e+17,0.13622674116424113
1.88e+17,0.901
1.91e+17,0.06698333333333333
1.94e+17,0.24590909090909088
1.97e+17,0.28569374999999997
2.02e+17,0.16409828178694166
2.07e+17,0.24590909090909088
2.08e+17,0.19003990390064485
2.1e+17,0.09049455848307744
2.14e+17,0.41257777777777777
2.15e+17,0.32935200000000003
2.19e+17,0.07652472727272726
2.2e+17,0.8251
2.23e+17,0.1662168454733672
2.24e+17,0.20729004830917871
2.27e+17,0.3191375
2.3e+17,0.54135
2.33e+17,0.27846163769724463
2.36e+17,0.2017451304046521
2.38e+17,0.4563357142857143
2.39e+17,0.13816715410573674
2.4e+17,0.100781922831227
2.41e+17,0.11152350230414751
2.42e+17,0.29088941176470584
2.44e+17,0.07365073115860508
2.47e+17,0.18281717171717168
2.49e+17,0.8553
2.53e+17,0.23719088785022321
2.54e+17,0.40612678571428573
2.55e+17,0.3233525019762846
2.58e+17,0.0
2.66e+17,0.22169896786096263
2.68e+17,0.25765919074928784
2.7e+17,0.1751540326180217
2.71e+17,0.4125777777777778
2.73e+17,0.238235593220339
2.76e+17,0.1512369369369369
2.78e+17,0.29088941176470584
2.79e+17,0.19774164194088115
2.82e+17,0.07365073115860508
2.83e+17,0.12203665353968618
2.86e+17,0.93
2.93e+17,0.07365073115860508
2.94e+17,0.2180695035460993
2.98e+17,0.15141982829935582
3e+17,0.0
3.02e+17,0.2298802148033126
3.06e+17,0.07365073115860508
3.08e+17,0.21996470588235292
3.11e+17,0.2073574479910536
3.12e+17,0.33631818181818174
3.14e+17,0.16409828178694166
3.15e+17,0.4563357142857143
3.17e+17,0.3573654842342342
3.18e+17,0.12344285714285715
3.2e+17,0.8805
3.21e+17,0.23248776870748297
3.22e+17,0.22125605988164043
3.23e+17,0.07365073115860508
3.25e+17,0.3228447747747748
3.27e+17,0.1512369369369369
3.28e+17,0.11152350230414751
3.29e+17,0.20121239220097484
3.3e+17,0.052573
3.31e+17,0.5743333333333334
3.32e+17,0.3018
3.36e+17,0.12156428571428572
3.37e+17,0.09497143197790249
3.38e+17,0.07365073115860508
3.39e+17,0.15590940214811858
3.41e+17,0.1377921366942449
3.42e+17,0.09426944987854773
3.43e+17,0.1698002551020408
3.44e+17,0.16409828178694166
3.48e+17,0.1426550724637681
3.49e+17,0.21912145270270267
3.53e+17,0.2065485119047619
3.54e+17,0.33973233333333336
3.57e+17,0.19524634482758615
3.58e+17,0.32640845559845555
3.59e+17,0.3064877160761212
3.6e+17,0.024550243719535028
3.61e+17,0.20400006593910228
3.62e+17,0.12949858974358971
3.64e+17,0.174988101214097
3.66e+17,0.20316779759678225
3.68e+17,0.0
3.69e+17,0.33631818181818174
3.7e+17,0.07365073115860508
3.71e+17,0.07365073115860508
3.73e+17,0.27696317927170866
3.75e+17,0.22501032694249015
3.76e+17,0.21108414702581366
3.77e+17,0.09393084809711277
3.78e+17,0.17391199999999996
3.79e+17,0.07365073115860508
3.8e+17,0.1547740129074774
3.81e+17,0.33631818181818174
3.82e+17,0.2243248554167207
3.83e+17,0.3248643939393939
3.84e+17,0.3277621444836287
3.86e+17,0.1684513803835583
3.87e+17,0.11900979400841312
3.88e+17,0.18349108321119506
3.89e+17,0.06137560929883757
3.9e+17,0.20277406015037594
3.91e+17,0.19931254341223154
3.92e+17,0.2559406378300598
3.93e+17,0.2757118796951217
3.94e+17,0.29061559350787464
3.95e+17,0.26760512820512816
3.96e+17,0.10100583941605841
3.97e+17,0.2495548419761066
3.98e+17,0.24885615363999816
3.99e+17,0.1582355349877627
4e+17,0.2955057619047619
4.01e+17,0.10100583941605842
4.02e+17,0.1512369369369369
4.03e+17,0.16409828178694166
4.04e+17,0.19009813994866076
4.05e+17,0.24922197089918965
4.06e+17,0.13510433333333333
4.07e+17,0.29088941176470584
4.08e+17,0.2771493848896346
4.09e+17,0.18048888888888884
4.11e+17,0.4451375
4.12e+17,0.18602845816478278
4.13e+17,0.2892069176470588
4.15e+17,0.2649932227221597
4.16e+17,0.16421907696089708
4.17e+17,0.10583550867792785
4.18e+17,0.053243438586511864
4.2e+17,0.07365073115860508
4.22e+17,0.06698333333333333
4.23e+17,0.07365073115860508
4.26e+17,0.19351298233908093
4.28e+17,-0.013868735402068736
4.29e+17,0.04637268258134394
4.31e+17,0.07895632341957247
4.32e+17,0.3480629987129987
4.34e+17,0.058496980554415066
