AuthorID,Average_Sentiment_Score
58833880295149568,-0.02398793056862622
74495335426170880,-0.11359999999999999
90465325442670592,-0.0728
93193912260263936,0.345
94507133751537664,0.03263333333333334
95645783323320320,0.24300779360386993
100476671156559872,0.20227272727272727
109334439577845760,0.444325
109858501618094080,0.0
110116427540762624,0.11671666666666668
113448978904834048,0.17917142857142856
113824095078055939,0.07466047673971549
117041218537390080,0.0
119246769749098496,0.5422
120681502970216448,0.1531
124556760584290306,0.04453750000000001
130833899201888257,0.128
131086742135504896,0.31845
131188213950840832,0.8805
131697656157306880,0.0
138011901907959815,0.1003
138720269245218816,0.8211
138892171939020800,-0.148
139491961060065280,-0.6838333333333333
140317693113794561,0.0
140874091446927360,0.4485
141600466772557824,0.16225
141862405083758592,0.4019
143446686147149825,0.8465
144238060660326401,0.0
154453240535056384,0.537
154653607608844288,0.8533
156982729764896769,0.0
159723483474034690,0.6476
160544850914181120,0.17635
163038609501323265,0.16744656084656084
171049984060424193,0.74795
171102499057565697,0.03260000000000002
173166710050783234,0.0
174854085357469696,0.20095
177500468996603904,-0.5719
181217071407955968,0.4019
183309006767521792,0.530164
187437996209864704,0.0
196300484632379392,0.0
196795287317118978,0.29465
197852493537869824,0.2023
197893072925753346,0.0
201047679160025089,0.0
202112256081788929,0.024312479338842972
203640154076741632,0.0
203667937784102922,0.0243
204580571798700032,0.3535
205090870544957440,-0.7003
205458209828372481,0.1655
206242996314832896,0.19783333333333333
207244857452920832,0.30529999999999996
208342274801664000,0.318
209435227125186570,0.7964
209541791706382337,0.31245
211349550697414656,0.6436999999999999
214075183579791360,0.5719
221338456176066560,-0.03125
222767769085542402,0.0
223376453901877248,0.5859
224276813654786049,0.0
224897425016487936,0.0
225720776727199746,0.20095
226512305297424385,0.0
234311793168744449,0.32553333333333334
237290264933171200,0.38555
238307675501232128,-0.22182499999999997
238716550113132545,0.255025
239078355180322826,0.0
240220132087955456,0.19321846821354458
241223129291030529,0.4019
243081220420927500,0.0
243212517877350410,0.6808
244475434161405955,0.0443175674401056
254258727798964235,0.22047499999999998
254398767623569408,-0.1027
259514886206390274,-0.5719
260757054229053441,0.4574
260874314218209280,0.12022222222222223
261080236265832450,0.0
264334858908729344,0.18062857142857142
265631307772461058,0.4786428571428572
266275542796337152,0.24794
266946387667582977,0.0
274677303630364672,0.3558036785512167
274911610349551616,0.11943333333333332
